x                   u                   v                   e
0.55844156          0.43782785          0.43782421         -5.08005155
0.55944056          0.43686623          0.43686260         -5.08005155
0.56043956          0.43590424          0.43590061         -5.08005155
0.56143856          0.43494188          0.43493826         -5.08005155
0.56243756          0.43397916          0.43397555         -5.08005155
0.56343656          0.43301607          0.43301247         -5.08005155
0.56443556          0.43205263          0.43204904         -5.08005155
0.56543457          0.43108884          0.43108526         -5.08005155
0.56643357          0.43012470          0.43012112         -5.08005155
0.56743257          0.42916021          0.42915664         -5.08005155
0.56843157          0.42819538          0.42819182         -5.08005155
0.56943057          0.42723021          0.42722666         -5.08005155
0.57042957          0.42626470          0.42626116         -5.08005155
0.57142857          0.42529887          0.42529533         -5.08005155
0.57242757          0.42433270          0.42432917         -5.08005155
0.57342657          0.42336620          0.42336268         -5.08005155
0.57442557          0.42239939          0.42239588         -5.08005155
0.57542458          0.42143225          0.42142875         -5.08005155
0.57642358          0.42046480          0.42046130         -5.08005155
0.57742258          0.41949704          0.41949355         -5.08005155
0.57842158          0.41852896          0.41852548         -5.08005155
0.57942058          0.41756058          0.41755711         -5.08005155
0.58041958          0.41659189          0.41658843         -5.08005155
0.58141858          0.41562291          0.41561945         -5.08005155
0.58241758          0.41465362          0.41465017         -5.08005155
0.58341658          0.41368404          0.41368060         -5.08005155
0.58441558          0.41271417          0.41271074         -5.08005155
0.58541459          0.41174401          0.41174058         -5.08005155
0.58641359          0.41077356          0.41077014         -5.08005155
0.58741259          0.40980283          0.40979942         -5.08005155
0.58841159          0.40883182          0.40882842         -5.08005155
0.58941059          0.40786053          0.40785714         -5.08005155
0.59040959          0.40688897          0.40688558         -5.08005155
0.59140859          0.40591713          0.40591375         -5.08005155
0.59240759          0.40494503          0.40494166         -5.08005155
0.59340659          0.40397265          0.40396929         -5.08005155
0.59440559          0.40300002          0.40299666         -5.08005155
0.59540460          0.40202712          0.40202377         -5.08005155
0.59640360          0.40105396          0.40105062         -5.08005155
0.59740260          0.40008055          0.40007722         -5.08005155
0.59840160          0.39910688          0.39910356         -5.08005155
0.59940060          0.39813296          0.39812965         -5.08005155
0.60039960          0.39715879          0.39715549         -5.08005155
0.60139860          0.39618438          0.39618108         -5.08005155
0.60239760          0.39520972          0.39520643         -5.08005155
0.60339660          0.39423482          0.39423154         -5.08005155
0.60439560          0.39325968          0.39325641         -5.08005155
0.60539461          0.39228430          0.39228104         -5.08005155
0.60639361          0.39130869          0.39130544         -5.08005155
0.60739261          0.39033285          0.39032960         -5.08005155
0.60839161          0.38935678          0.38935354         -5.08005155
0.60939061          0.38838048          0.38837725         -5.08005155
0.61038961          0.38740395          0.38740073         -5.08005155
0.61138861          0.38642721          0.38642399         -5.08005155
0.61238761          0.38545024          0.38544703         -5.08005155
0.61338661          0.38447305          0.38446985         -5.08005155
0.61438561          0.38349565          0.38349246         -5.08005155
0.61538462          0.38251803          0.38251485         -5.08005155
0.61638362          0.38154020          0.38153703         -5.08005155
0.61738262          0.38056216          0.38055900         -5.08005155
0.61838162          0.37958391          0.37958076         -5.08005155
0.61938062          0.37860546          0.37860231         -5.08005155
0.62037962          0.37762680          0.37762366         -5.08005155
0.62137862          0.37664794          0.37664481         -5.08005155
0.62237762          0.37566889          0.37566576         -5.08005155
0.62337662          0.37468963          0.37468651         -5.08005155
0.62437562          0.37371018          0.37370707         -5.08005155
0.62537463          0.37273053          0.37272743         -5.08005155
0.62637363          0.37175069          0.37174760         -5.08005155
0.62737263          0.37077066          0.37076758         -5.08005155
0.62837163          0.36979045          0.36978737         -5.08005155
0.62937063          0.36881005          0.36880698         -5.08005155
0.63036963          0.36782946          0.36782640         -5.08005155
0.63136863          0.36684869          0.36684564         -5.08005155
0.63236763          0.36586774          0.36586470         -5.08005155
0.63336663          0.36488661          0.36488357         -5.08005155
0.63436563          0.36390530          0.36390228         -5.08005155
0.63536464          0.36292382          0.36292080         -5.08005155
0.63636364          0.36194216          0.36193915         -5.08005155
0.63736264          0.36096034          0.36095734         -5.08005155
0.63836164          0.35997834          0.35997535         -5.08005155
0.63936064          0.35899617          0.35899319         -5.08005155
0.64035964          0.35801384          0.35801086         -5.08005155
0.64135864          0.35703134          0.35702837         -5.08005155
0.64235764          0.35604868          0.35604572         -5.08005155
0.64335664          0.35506585          0.35506290         -5.08005155
0.64435564          0.35408287          0.35407993         -5.08005155
0.64535465          0.35309973          0.35309679         -5.08005155
0.64635365          0.35211643          0.35211350         -5.08005155
0.64735265          0.35113297          0.35113005         -5.08005155
0.64835165          0.35014936          0.35014645         -5.08005155
0.64935065          0.34916560          0.34916269         -5.08005155
0.65034965          0.34818168          0.34817879         -5.08005155
0.65134865          0.34719762          0.34719473         -5.08005155
0.65234765          0.34621341          0.34621053         -5.08005155
0.65334665          0.34522905          0.34522618         -5.08005155
0.65434565          0.34424455          0.34424169         -5.08005155
0.65534466          0.34325990          0.34325705         -5.08005155
0.65634366          0.34227511          0.34227227         -5.08005155
0.65734266          0.34129018          0.34128735         -5.08005155
0.65834166          0.34030511          0.34030228         -5.08005155
0.65934066          0.33931991          0.33931709         -5.08005155
0.66033966          0.33833456          0.33833175         -5.08005155
0.66133866          0.33734908          0.33734628         -5.08005155
0.66233766          0.33636347          0.33636067         -5.08005155
0.66333666          0.33537773          0.33537494         -5.08005155
0.66433566          0.33439185          0.33438907         -5.08005155
0.66533467          0.33340584          0.33340307         -5.08005155
0.66633367          0.33241971          0.33241694         -5.08005155
0.66733267          0.33143344          0.33143069         -5.08005155
0.66833167          0.33044705          0.33044431         -5.08005155
0.66933067          0.32946054          0.32945780         -5.08005155
0.67032967          0.32847390          0.32847117         -5.08005155
0.67132867          0.32748714          0.32748442         -5.08005155
0.67232767          0.32650026          0.32649754         -5.08005155
0.67332667          0.32551326          0.32551055         -5.08005155
0.67432567          0.32452614          0.32452344         -5.08005155
0.67532468          0.32353890          0.32353621         -5.08005155
0.67632368          0.32255155          0.32254886         -5.08005155
0.67732268          0.32156408          0.32156140         -5.08005155
0.67832168          0.32057649          0.32057383         -5.08005155
0.67932068          0.31958879          0.31958614         -5.08005155
0.68031968          0.31860099          0.31859834         -5.08005155
0.68131868          0.31761307          0.31761042         -5.08005155
0.68231768          0.31662504          0.31662240         -5.08005155
0.68331668          0.31563690          0.31563427         -5.08005155
0.68431568          0.31464865          0.31464604         -5.08005155
0.68531469          0.31366030          0.31365769         -5.08005155
0.68631369          0.31267184          0.31266924         -5.08005155
0.68731269          0.31168328          0.31168069         -5.08005155
0.68831169          0.31069462          0.31069203         -5.08005155
0.68931069          0.30970585          0.30970327         -5.08005155
0.69030969          0.30871698          0.30871441         -5.08005155
0.69130869          0.30772801          0.30772545         -5.08005155
0.69230769          0.30673894          0.30673639         -5.08005155
0.69330669          0.30574978          0.30574723         -5.08005155
0.69430569          0.30476051          0.30475798         -5.08005155
0.69530470          0.30377115          0.30376863         -5.08005155
0.69630370          0.30278170          0.30277918         -5.08005155
0.69730270          0.30179215          0.30178964         -5.08005155
0.69830170          0.30080250          0.30080000         -5.08005155
0.69930070          0.29981277          0.29981027         -5.08005155
0.70029970          0.29882294          0.29882045         -5.08005155
0.70129870          0.29783302          0.29783054         -5.08005155
0.70229770          0.29684301          0.29684054         -5.08005155
0.70329670          0.29585292          0.29585046         -5.08005155
0.70429570          0.29486273          0.29486028         -5.08005155
0.70529471          0.29387246          0.29387001         -5.08005155
0.70629371          0.29288210          0.29287966         -5.08005155
0.70729271          0.29189166          0.29188923         -5.08005155
0.70829171          0.29090113          0.29089871         -5.08005155
0.70929071          0.28991051          0.28990810         -5.08005155
0.71028971          0.28891982          0.28891742         -5.08005155
0.71128871          0.28792904          0.28792665         -5.08005155
0.71228771          0.28693818          0.28693580         -5.08005155
0.71328671          0.28594724          0.28594486         -5.08005155
0.71428571          0.28495622          0.28495385         -5.08005155
0.71528472          0.28396513          0.28396276         -5.08005155
0.71628372          0.28297395          0.28297160         -5.08005155
0.71728272          0.28198270          0.28198035         -5.08005155
0.71828172          0.28099137          0.28098903         -5.08005155
0.71928072          0.27999996          0.27999763         -5.08005155
0.72027972          0.27900848          0.27900616         -5.08005155
0.72127872          0.27801692          0.27801461         -5.08005155
0.72227772          0.27702530          0.27702299         -5.08005155
0.72327672          0.27603359          0.27603130         -5.08005155
0.72427572          0.27504182          0.27503953         -5.08005155
0.72527473          0.27404998          0.27404770         -5.08005155
0.72627373          0.27305806          0.27305579         -5.08005155
0.72727273          0.27206607          0.27206381         -5.08005155
0.72827173          0.27107402          0.27107177         -5.08005155
0.72927073          0.27008190          0.27007965         -5.08005155
0.73026973          0.26908970          0.26908747         -5.08005155
0.73126873          0.26809745          0.26809522         -5.08005155
0.73226773          0.26710512          0.26710290         -5.08005155
0.73326673          0.26611273          0.26611052         -5.08005155
0.73426573          0.26512027          0.26511807         -5.08005155
0.73526474          0.26412775          0.26412556         -5.08005155
0.73626374          0.26313517          0.26313298         -5.08005155
0.73726274          0.26214252          0.26214034         -5.08005156
0.73826174          0.26114981          0.26114764         -5.08005156
0.73926074          0.26015703          0.26015487         -5.08005156
0.74025974          0.25916420          0.25916204         -5.08005156
0.74125874          0.25817130          0.25816916         -5.08005156
0.74225774          0.25717835          0.25717621         -5.08005156
0.74325674          0.25618533          0.25618320         -5.08005156
0.74425574          0.25519226          0.25519014         -5.08005156
0.74525475          0.25419913          0.25419701         -5.08005156
0.74625375          0.25320594          0.25320383         -5.08005156
0.74725275          0.25221269          0.25221059         -5.08005156
0.74825175          0.25121938          0.25121729         -5.08005156
0.74925075          0.25022602          0.25022394         -5.08005156
0.75024975          0.24923261          0.24923053         -5.08005156
0.75124875          0.24823913          0.24823707         -5.08005156
0.75224775          0.24724561          0.24724355         -5.08005156
0.75324675          0.24625203          0.24624998         -5.08005156
0.75424575          0.24525840          0.24525636         -5.08005156
0.75524476          0.24426471          0.24426268         -5.08005156
0.75624376          0.24327097          0.24326895         -5.08005156
0.75724276          0.24227718          0.24227516         -5.08005156
0.75824176          0.24128334          0.24128133         -5.08005156
0.75924076          0.24028944          0.24028745         -5.08005156
0.76023976          0.23929550          0.23929351         -5.08005156
0.76123876          0.23830151          0.23829953         -5.08005156
0.76223776          0.23730747          0.23730549         -5.08005156
0.76323676          0.23631338          0.23631141         -5.08005156
0.76423576          0.23531924          0.23531728         -5.08005156
0.76523477          0.23432505          0.23432310         -5.08005156
0.76623377          0.23333081          0.23332887         -5.08005156
0.76723277          0.23233653          0.23233460         -5.08005156
0.76823177          0.23134220          0.23134028         -5.08005156
0.76923077          0.23034783          0.23034591         -5.08005156
0.77022977          0.22935341          0.22935150         -5.08005156
0.77122877          0.22835895          0.22835705         -5.08005156
0.77222777          0.22736444          0.22736255         -5.08005156
0.77322677          0.22636988          0.22636800         -5.08005156
0.77422577          0.22537529          0.22537341         -5.08005156
0.77522478          0.22438064          0.22437878         -5.08005156
0.77622378          0.22338596          0.22338410         -5.08005156
0.77722278          0.22239123          0.22238939         -5.08005156
0.77822178          0.22139647          0.22139463         -5.08005156
0.77922078          0.22040166          0.22039982         -5.08005156
0.78021978          0.21940681          0.21940498         -5.08005156
0.78121878          0.21841191          0.21841010         -5.08005156
0.78221778          0.21741698          0.21741517         -5.08005156
0.78321678          0.21642201          0.21642021         -5.08005156
0.78421578          0.21542700          0.21542521         -5.08005156
0.78521479          0.21443195          0.21443016         -5.08005156
0.78621379          0.21343686          0.21343508         -5.08005156
0.78721279          0.21244173          0.21243996         -5.08005156
0.78821179          0.21144656          0.21144481         -5.08005156
0.78921079          0.21045136          0.21044961         -5.08005156
0.79020979          0.20945612          0.20945438         -5.08005156
0.79120879          0.20846084          0.20845911         -5.08005156
0.79220779          0.20746553          0.20746380         -5.08005156
0.79320679          0.20647018          0.20646846         -5.08005156
0.79420579          0.20547479          0.20547308         -5.08005156
0.79520480          0.20447937          0.20447767         -5.08005156
0.79620380          0.20348391          0.20348222         -5.08005156
0.79720280          0.20248842          0.20248673         -5.08005156
0.79820180          0.20149289          0.20149121         -5.08005156
0.79920080          0.20049733          0.20049566         -5.08005156
0.80019980          0.19950174          0.19950008         -5.08005156
0.80119880          0.19850611          0.19850446         -5.08005156
0.80219780          0.19751045          0.19750880         -5.08005156
0.80319680          0.19651475          0.19651312         -5.08005156
0.80419580          0.19551903          0.19551740         -5.08005156
0.80519481          0.19452327          0.19452165         -5.08005156
0.80619381          0.19352748          0.19352587         -5.08005156
0.80719281          0.19253166          0.19253006         -5.08005156
0.80819181          0.19153581          0.19153421         -5.08005156
0.80919081          0.19053992          0.19053834         -5.08005156
0.81018981          0.18954401          0.18954243         -5.08005156
0.81118881          0.18854806          0.18854650         -5.08005156
0.81218781          0.18755209          0.18755053         -5.08005156
0.81318681          0.18655609          0.18655454         -5.08005156
0.81418581          0.18556005          0.18555851         -5.08005156
0.81518482          0.18456399          0.18456246         -5.08005156
0.81618382          0.18356790          0.18356637         -5.08005156
0.81718282          0.18257178          0.18257026         -5.08005156
0.81818182          0.18157563          0.18157412         -5.08005156
0.81918082          0.18057946          0.18057796         -5.08005156
0.82017982          0.17958326          0.17958176         -5.08005156
0.82117882          0.17858703          0.17858554         -5.08005156
0.82217782          0.17759077          0.17758929         -5.08005156
0.82317682          0.17659448          0.17659301         -5.08005156
0.82417582          0.17559817          0.17559671         -5.08005156
0.82517483          0.17460184          0.17460038         -5.08005156
0.82617383          0.17360547          0.17360403         -5.08005156
0.82717283          0.17260908          0.17260765         -5.08005156
0.82817183          0.17161267          0.17161124         -5.08005156
0.82917083          0.17061623          0.17061481         -5.08005156
0.83016983          0.16961976          0.16961835         -5.08005156
0.83116883          0.16862327          0.16862187         -5.08005156
0.83216783          0.16762676          0.16762537         -5.08005156
0.83316683          0.16663022          0.16662884         -5.08005156
0.83416583          0.16563366          0.16563228         -5.08005156
0.83516484          0.16463707          0.16463570         -5.08005156
0.83616384          0.16364046          0.16363910         -5.08005156
0.83716284          0.16264383          0.16264248         -5.08005156
0.83816184          0.16164718          0.16164583         -5.08005156
0.83916084          0.16065050          0.16064916         -5.08005156
0.84015984          0.15965379          0.15965247         -5.08005156
0.84115884          0.15865707          0.15865575         -5.08005156
0.84215784          0.15766032          0.15765901         -5.08005156
0.84315684          0.15666356          0.15666225         -5.08005156
0.84415584          0.15566677          0.15566547         -5.08005156
0.84515485          0.15466996          0.15466867         -5.08005156
0.84615385          0.15367312          0.15367184         -5.08005156
0.84715285          0.15267627          0.15267500         -5.08005156
0.84815185          0.15167939          0.15167813         -5.08005156
0.84915085          0.15068250          0.15068125         -5.08005156
0.85014985          0.14968558          0.14968434         -5.08005156
0.85114885          0.14868865          0.14868741         -5.08005156
0.85214785          0.14769169          0.14769046         -5.08005156
0.85314685          0.14669471          0.14669349         -5.08005156
0.85414585          0.14569772          0.14569651         -5.08005156
0.85514486          0.14470070          0.14469950         -5.08005156
0.85614386          0.14370367          0.14370247         -5.08005156
0.85714286          0.14270662          0.14270543         -5.08005156
0.85814186          0.14170954          0.14170836         -5.08005156
0.85914086          0.14071245          0.14071128         -5.08005156
0.86013986          0.13971534          0.13971418         -5.08005156
0.86113886          0.13871821          0.13871706         -5.08005156
0.86213786          0.13772107          0.13771992         -5.08005156
0.86313686          0.13672390          0.13672277         -5.08005156
0.86413586          0.13572672          0.13572559         -5.08005156
0.86513487          0.13472952          0.13472840         -5.08005156
0.86613387          0.13373230          0.13373119         -5.08005156
0.86713287          0.13273507          0.13273397         -5.08005156
0.86813187          0.13173782          0.13173672         -5.08005156
0.86913087          0.13074055          0.13073946         -5.08005156
0.87012987          0.12974326          0.12974219         -5.08005156
0.87112887          0.12874596          0.12874489         -5.08005156
0.87212787          0.12774864          0.12774758         -5.08005156
0.87312687          0.12675131          0.12675026         -5.08005156
0.87412587          0.12575396          0.12575291         -5.08005156
0.87512488          0.12475659          0.12475555         -5.08005156
0.87612388          0.12375921          0.12375818         -5.08005156
0.87712288          0.12276181          0.12276079         -5.08005156
0.87812188          0.12176440          0.12176339         -5.08005156
0.87912088          0.12076697          0.12076596         -5.08005156
0.88011988          0.11976952          0.11976853         -5.08005156
0.88111888          0.11877207          0.11877108         -5.08005156
0.88211788          0.11777459          0.11777361         -5.08005156
0.88311688          0.11677710          0.11677613         -5.08005156
0.88411588          0.11577960          0.11577864         -5.08005156
0.88511489          0.11478208          0.11478113         -5.08005156
0.88611389          0.11378455          0.11378360         -5.08005156
0.88711289          0.11278700          0.11278607         -5.08005156
0.88811189          0.11178944          0.11178851         -5.08005156
0.88911089          0.11079187          0.11079095         -5.08005156
0.89010989          0.10979428          0.10979337         -5.08005156
0.89110889          0.10879668          0.10879578         -5.08005156
0.89210789          0.10779907          0.10779817         -5.08005156
0.89310689          0.10680144          0.10680055         -5.08005156
0.89410589          0.10580380          0.10580292         -5.08005156
0.89510490          0.10480614          0.10480527         -5.08005156
0.89610390          0.10380847          0.10380761         -5.08005156
0.89710290          0.10281079          0.10280994         -5.08005156
0.89810190          0.10181310          0.10181225         -5.08005156
0.89910090          0.10081540          0.10081456         -5.08005156
0.90009990          0.09981768          0.09981685         -5.08005156
0.90109890          0.09881995          0.09881913         -5.08005156
0.90209790          0.09782221          0.09782139         -5.08005156
0.90309690          0.09682445          0.09682365         -5.08005156
0.90409590          0.09582668          0.09582589         -5.08005156
0.90509491          0.09482891          0.09482812         -5.08005156
0.90609391          0.09383112          0.09383034         -5.08005156
0.90709291          0.09283332          0.09283254         -5.08005156
0.90809191          0.09183550          0.09183474         -5.08005156
0.90909091          0.09083768          0.09083692         -5.08005156
0.91008991          0.08983984          0.08983910         -5.08005156
0.91108891          0.08884200          0.08884126         -5.08005156
0.91208791          0.08784414          0.08784341         -5.08005156
0.91308691          0.08684627          0.08684555         -5.08005156
0.91408591          0.08584839          0.08584768         -5.08005156
0.91508492          0.08485050          0.08484979         -5.08005156
0.91608392          0.08385260          0.08385190         -5.08005156
0.91708292          0.08285469          0.08285400         -5.08005156
0.91808192          0.08185677          0.08185609         -5.08005156
0.91908092          0.08085883          0.08085816         -5.08005156
0.92007992          0.07986089          0.07986023         -5.08005156
0.92107892          0.07886294          0.07886228         -5.08005156
0.92207792          0.07786498          0.07786433         -5.08005156
0.92307692          0.07686701          0.07686637         -5.08005156
0.92407592          0.07586902          0.07586839         -5.08005156
0.92507493          0.07487103          0.07487041         -5.08005156
0.92607393          0.07387303          0.07387242         -5.08005156
0.92707293          0.07287502          0.07287442         -5.08005156
0.92807193          0.07187700          0.07187640         -5.08005156
0.92907093          0.07087897          0.07087838         -5.08005156
0.93006993          0.06988093          0.06988035         -5.08005156
0.93106893          0.06888289          0.06888231         -5.08005156
0.93206793          0.06788483          0.06788427         -5.08005156
0.93306693          0.06688677          0.06688621         -5.08005156
0.93406593          0.06588869          0.06588814         -5.08005156
0.93506494          0.06489061          0.06489007         -5.08005156
0.93606394          0.06389252          0.06389198         -5.08005156
0.93706294          0.06289442          0.06289389         -5.08005156
0.93806194          0.06189631          0.06189579         -5.08005156
0.93906094          0.06089819          0.06089768         -5.08005156
0.94005994          0.05990006          0.05989957         -5.08005156
0.94105894          0.05890193          0.05890144         -5.08005156
0.94205794          0.05790379          0.05790331         -5.08005156
0.94305694          0.05690564          0.05690516         -5.08005156
0.94405594          0.05590748          0.05590702         -5.08005156
0.94505495          0.05490931          0.05490886         -5.08005156
0.94605395          0.05391114          0.05391069         -5.08005156
0.94705295          0.05291296          0.05291252         -5.08005156
0.94805195          0.05191477          0.05191434         -5.08005156
0.94905095          0.05091657          0.05091615         -5.08005156
0.95004995          0.04991837          0.04991795         -5.08005156
0.95104895          0.04892016          0.04891975         -5.08005156
0.95204795          0.04792194          0.04792154         -5.08005156
0.95304695          0.04692371          0.04692332         -5.08005156
0.95404595          0.04592548          0.04592509         -5.08005156
0.95504496          0.04492723          0.04492686         -5.08005156
0.95604396          0.04392899          0.04392862         -5.08005156
0.95704296          0.04293073          0.04293037         -5.08005156
0.95804196          0.04193247          0.04193212         -5.08005156
0.95904096          0.04093420          0.04093386         -5.08005156
0.96003996          0.03993592          0.03993559         -5.08005156
0.96103896          0.03893764          0.03893732         -5.08005156
0.96203796          0.03793935          0.03793904         -5.08005156
0.96303696          0.03694106          0.03694075         -5.08005156
0.96403596          0.03594275          0.03594245         -5.08005156
0.96503497          0.03494444          0.03494415         -5.08005156
0.96603397          0.03394613          0.03394585         -5.08005156
0.96703297          0.03294781          0.03294753         -5.08005156
0.96803197          0.03194948          0.03194921         -5.08005156
0.96903097          0.03095114          0.03095089         -5.08005156
0.97002997          0.02995280          0.02995256         -5.08005156
0.97102897          0.02895446          0.02895422         -5.08005156
0.97202797          0.02795610          0.02795587         -5.08005156
0.97302697          0.02695775          0.02695752         -5.08005156
0.97402597          0.02595938          0.02595917         -5.08005156
0.97502498          0.02496101          0.02496080         -5.08005156
0.97602398          0.02396263          0.02396244         -5.08005156
0.97702298          0.02296425          0.02296406         -5.08005156
0.97802198          0.02196586          0.02196568         -5.08005156
0.97902098          0.02096747          0.02096730         -5.08005156
0.98001998          0.01996907          0.01996891         -5.08005156
0.98101898          0.01897067          0.01897051         -5.08005156
0.98201798          0.01797226          0.01797211         -5.08005156
0.98301698          0.01697384          0.01697370         -5.08005156
0.98401598          0.01597542          0.01597529         -5.08005156
0.98501499          0.01497700          0.01497687         -5.08005156
0.98601399          0.01397856          0.01397845         -5.08005156
0.98701299          0.01298013          0.01298002         -5.08005156
0.98801199          0.01198169          0.01198159         -5.08005156
0.98901099          0.01098324          0.01098315         -5.08005156
0.99000999          0.00998479          0.00998470         -5.08005156
0.99100899          0.00898633          0.00898626         -5.08005156
0.99200799          0.00798787          0.00798780         -5.08005156
0.99300699          0.00698940          0.00698934         -5.08005156
0.99400599          0.00599093          0.00599088         -5.08005156
0.99500500          0.00499245          0.00499241         -5.08005156
0.99600400          0.00399397          0.00399394         -5.08005156
0.99700300          0.00299549          0.00299546         -5.08005156
0.99800200          0.00199700          0.00199698         -5.08005156
0.99900100          0.00099850          0.00099849         -5.08005156
1                   0                   0                   0
